epoch,train_D_loss,train_G_loss,val_D_loss,val_G_loss
1,1.2066117247869803,0.7572484612464905,1.2701077588399252,0.8573814034461975
2,1.082442877597587,0.8688041664833246,1.3735134045283,0.8611652294794718
3,1.0897769318070523,0.8717058997514636,1.3344043572743733,0.7642831341425578
4,1.1508792701155641,0.8281264994726625,1.3738467423121135,0.788531882762909
5,1.2219101031159245,0.7876833708480347,1.4531776078542074,0.7695953973134358
6,1.3111640658489494,0.741071056834487,1.5022325547536215,0.6668722788492839
7,1.3397228163342143,0.7264152841512547,1.4710158077875772,0.6584583536783855
8,1.3554145499717358,0.7188887564941894,1.4009339253107707,0.7786516745885214
9,1.362980340109315,0.7126920594032421,1.43493661403656,0.710008192062378
10,1.3655758430791456,0.7113438726857652,1.4513345034917196,0.6427138861020406
11,1.3683677391950475,0.7093642769857894,1.4450687392552695,0.6338717873891194
12,1.371760454981826,0.7074784989966902,1.4234450705846151,0.7123214705785116
13,1.3761093983816546,0.7055723448825437,1.410281171798706,0.7037770001093546
14,1.3780366251634997,0.7041116200907286,1.4102560472488403,0.7014971009890238
15,1.3786665831887446,0.7042073285163835,1.4692854658762613,0.6729998199144999
16,1.3799186341984326,0.7026806539574335,1.3767896095911663,0.7140789190928142
17,1.3804352075554605,0.7015654184790545,1.3655540037155152,0.7842517304420471
18,1.3810142472732898,0.7017609982989556,1.4197120825449625,0.7207283671696981
19,1.383393959250561,0.6999142312033232,1.4238618342081706,0.6945544616381327
20,1.3834744324517805,0.6993759617555974,1.4512318992614746,0.7106824986139934
21,1.3861202569895013,0.6983029977526776,1.4261963939666749,0.7144592960675558
22,1.3860326222209043,0.6969393834818242,1.4308625237147012,0.6976434222857157
23,1.386743384738301,0.6972557833028394,1.3667898956934612,0.6935921986897786
24,1.388438375190247,0.6960908295803292,1.3592460060119629,0.7295370864868164
25,1.389361023902893,0.6942407852688501,1.3986411269505818,0.6637838196754455
26,1.3891688564489053,0.6943695146677106,1.410596809387207,0.7005096205075582
27,1.3894434522750765,0.6939796164285305,1.3489285898208618,0.7707582155863444
28,1.389440043721088,0.6939273805812348,1.3547955258687336,0.6947636723518371
29,1.3894320989764013,0.69355216518391,1.374743185043335,0.6902018666267395
30,1.3894135820311169,0.6932268142700195,1.3735835949579875,0.6901165024439494
31,1.3897194190080775,0.6927649403034255,1.402989025115967,0.6871893612543741
32,1.3895843673584074,0.6929238909898803,1.3830585590998332,0.6973987372716268
33,1.3894410944262217,0.6927431357461352,1.399478678703308,0.6965594776471455
34,1.3895699090735858,0.6924556265043658,1.3824120410283407,0.6989347139994303
35,1.3892524602801302,0.692488697725673,1.3753845326105754,0.6864495126406351
36,1.3889425050380617,0.6926711177410081,1.3605175081888834,0.7074863457679749
37,1.388707168573557,0.692611082002174,1.373282569249471,0.7031126642227172
38,1.388529650693716,0.6927217851544536,1.3748393837610882,0.688861050605774
39,1.3883781925190326,0.6927179004563842,1.363666737874349,0.6982705322901408
40,1.3882485905358957,0.6926738886639129,1.3504161643981933,0.7073965271313986
41,1.3880907262480535,0.6927742157564607,1.3562606398264567,0.7130269463857015
42,1.3878970374894697,0.6928695904654126,1.36506267229716,0.7057952268918355
43,1.3876964519190234,0.6928491031014642,1.353837464650472,0.7142769948641459
44,1.387652272401854,0.6928865084814471,1.364894076983134,0.7013814663887024
45,1.3874645337115887,0.6929459849069285,1.3503852367401123,0.7040727639198303
46,1.3873712746209876,0.6930305524620899,1.3587157869338988,0.7103826753298441
47,1.387310881254285,0.6930854771026346,1.3584130350748698,0.7086985158920288
48,1.3872235458950664,0.6930167896803036,1.374219635327657,0.7016453266143798
49,1.3871750935565594,0.6930718723424646,1.3729118061065675,0.7034641027450561
50,1.3871092345825462,0.6930946749310161,1.366501955986023,0.7002300016085307
51,1.3870730074339135,0.6931344662294832,1.3655701700846354,0.7053516507148743
52,1.3869374657786169,0.6931118057217709,1.361648980776469,0.7081389085451761
53,1.386917193961698,0.6931014431770458,1.3734734535217286,0.6895980668067933
54,1.386876373096954,0.6931159974530686,1.3804624398549399,0.6921026206016541
55,1.3868114074995352,0.6931493590737499,1.367474733988444,0.6911031166712444
56,1.3867940618548282,0.6931823616804078,1.3694878085454305,0.6916384100914001
57,1.3867861351301505,0.6931655885175217,1.3651338497797647,0.6992562985420228
58,1.3867490222287733,0.6931580069453217,1.3697112353642782,0.7046330595016479
