epoch,train_D_loss,train_G_loss,val_D_loss,val_G_loss
59,1.3867428150287895,0.6931625919979673,1.3680328257878622,0.6980077393849691
60,1.3866863257663196,0.6931520658870076,1.372029735247294,0.6952560424804688
61,1.3866946690304334,0.6931523815837017,1.3691509183247883,0.6985509999593099
62,1.3866588355496872,0.6931852583968362,1.369887563387553,0.7002198417981466
63,1.3865895389124405,0.6932337821223015,1.3786261034011842,0.6949519944190979
64,1.3865902008012283,0.6931678954251977,1.3769951852162678,0.6965446925163269
65,1.3865740486355715,0.6931617554537085,1.3793137407302856,0.696346042950948
66,1.3865960247294848,0.693223143732825,1.3777842823664348,0.6985472146670023
67,1.386565852996915,0.6931653005439181,1.3808732970555624,0.698809605439504
68,1.3865373120751492,0.6931945799395095,1.3835194365183512,0.6940251199404398
69,1.3865164449048597,0.6932138117939927,1.3833657312393188,0.6955355858802795
70,1.3865009151225867,0.6931776220715323,1.3853505929311116,0.6909803398450216
71,1.3865329138068265,0.6931915536176326,1.3830826234817506,0.6938260340690613
72,1.386523851821589,0.6931585870509924,1.3840028683344523,0.6971764270464579
73,1.3864834426447403,0.6931868718807087,1.380387584368388,0.6970007920265198
74,1.3864607007004495,0.6931433746981066,1.3851301987965903,0.6930242355664571
75,1.3864409209683883,0.6931866528682931,1.3830318895975748,0.6948910681406657
76,1.386435557243436,0.6931753255600153,1.3820789750417073,0.6958217406272889
77,1.386427449625592,0.6931825831185939,1.3815013027191163,0.6975186228752136
78,1.386415612558986,0.6931710035301918,1.3827470779418944,0.699468797047933
79,1.3864141723444297,0.6931640599356141,1.3849179442723591,0.6964589349428812
80,1.3864177763462067,0.6931908210349638,1.3836573616663614,0.6967533485094706
81,1.3864014419012292,0.6931910982658697,1.3845529079437255,0.6971738751729329
82,1.38639177971108,0.6931559284066044,1.383970061937968,0.6969546143213908
83,1.3863858913266383,0.6931866625713747,1.384663028717041,0.6950747617085775
84,1.3863844580428546,0.6931578631317893,1.3837031984329224,0.692687824567159
85,1.3863828043605007,0.6931732906851658,1.384696626663208,0.6942978143692017
86,1.3863634737425072,0.6931700221327848,1.3822445885340373,0.6954771176973978
87,1.3863540340301603,0.6931763949782349,1.3826194190979004,0.6956704902648926
88,1.386357723973518,0.6931664361510166,1.3805229123433431,0.6964783668518066
89,1.3863489156545594,0.6931742769341136,1.3801782035827637,0.6948045436541239
90,1.386337956716848,0.6931635130976521,1.3825505367914837,0.6973168540000916
91,1.3863441050052643,0.6931859414244808,1.382339072227478,0.6982773065567016
92,1.386338674051817,0.6931605657865835,1.3830309788386026,0.6958828743298848
93,1.3863452915535417,0.6931608967309775,1.3829357369740805,0.6943261941274007
94,1.3863314660482629,0.6931482751009076,1.38381059328715,0.6948865826924642
95,1.3863310183203497,0.6931488420381102,1.3841011730829875,0.6951488717397054
96,1.3863213686055915,0.6931807187407516,1.3836042674382527,0.6941668717066447
97,1.3863243814124617,0.693164605040883,1.3838254197438558,0.6929683232307434
98,1.3863196622493654,0.6931485897579859,1.3832576926549276,0.6947609782218933
99,1.386315835076709,0.6931846803703974,1.3836386505762737,0.692462146282196
100,1.3863141259481742,0.6931437825740769,1.383784033457438,0.6938780260086059
